Project Name,Promoter Name,Last Modified Date,Certificate,Certificate Date,Do you have any Past Experience ?,Pin Code,Office Number,Website URL,Project Status,Proposed Date of Completion,Revised Proposed Date of Completion,Litigations related to the project ?,Project Type,Are there any Co-Promoters (as defined by MahaRERA Order) in the project ?,Division,District,Taluka,Village,Pin Code,Area(In sqmts),Total Building Count,Aggregate area(In sqmts) of recreational open space,Built-up-Area as per Proposed FSI (In sqmts),Built-up-Area as per Approved FSI (In sqmts),TotalFSI,Bank Name,IFSC Code,Community Buildings Available,Community Buildings Percent,Number of Slab of Super Structure,Number of Open Parking,Number of Closed Parking,Carpet Area (in Sqmts),Excavation,X number of Slabs of Super Structure,"Installation of lifts, water pumps, Fire Fighting Fittings and Equipment as per CFO NOC, Electrical fittings to Common Areas, electro, mechanical equipment, Compliance to conditions of environment /CRZ NOC, Finishing to entrance lobby/s, plinth protection, paving of areas appurtenant to Building/Wing, Compound Wall and all other requirements as may be required to Obtain Occupation /Completion Certificate",Number of Apartment,Number of Booked Apartment,NOA(0-30),NOBA(0-30),NOA(31-45),NOBA(31-45),NOA(46-60),NOBA(46-60),NOA(61-90),NOBA(61-90),NOA(91-120),NOBA(91-120),NOA(121-150),NOBA(121-150),NOA(151-200),NOBA(151-200),NOA(>200),NOBA(>200),1RK,B1RK,1BHK,B1BHK,2BHK,B2BHK,3BHK,B3BHK,4BHK,B4BHK,5BHK & MORE,B5BHK & MORE,SHOP,BSHOP,BUNGLOW,BBUNGLOW,OFFICE,BOFFICE,OTHERS,BOTHERS,FORM 4,CONVEYANCE
SHANKAR PALACE,shree ramesh homes builders and developers,24/02/2020,P51700012469,01/09/2017,No,400614,2227575699,,On-Going Project,31/10/2019,30/10/2023,No,Others,Yes,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400614,799.8,1,0,1199.7,0,1199.7,SARASWAT BANK,SRCB0000397,NO,0,7,0,14,544.04,100,100,,23,22,18,18,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,YES,NO
DEV ASHOKA,DEV LAND & HOUSING PVT LTD,17/10/2023,P51700003374,05/08/2017,No,400058,2240383838,,On-Going Project,31/12/2017,31/05/2019,No,Others,Yes,Konkan,Thane,Thane,Thane (M Corp.),400604,10909.78,3,2526.8,32983,0,32983,BANK OF MAHARASHTRA,MAHB0000110,NO,0,24,4,150,8686.97999999999,66.6666666666667,37.6666666666667,,154,44,5,19,1,8,29,100,8,24,0,2,0,0,1,1,0,0,0,0,0,0,96,28,19,8,0,0,1,1,0,0,0,0,0,0,154,44,YES,NO
KARRM RESIDENCY -4,KARRM INFRASTRUCTURE PRIVATE LIMITED,04/10/2018,P51700003215,05/08/2017,Yes,400078,2261398999,,On-Going Project,31/12/2014,31/05/2019,Yes,Residential,Yes,Konkan,Thane,Shahapur,Dhasai,421601,36867,14,22208,30605.2,0,30605.2,AXIS BANK LTD,UTIB0000004,NO,0,5,0,0,23807.8,100,87.8571428571429,,740,633,193,200,440,540,0,0,0,0,0,0,0,0,0,0,0,0,200,193,540,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
VALLABH C H S LTD PROPOSED,Spendor Shelters Private Limited,30/06/2020,P51700001106,26/07/2017,Yes,421201,2512449687,,On-Going Project,30/06/2019,30/06/2019,No,Residential,Yes,Konkan,Thane,Kalyan,DOMBIVLI,421202,520,1,0,407,143,550,IDBI BANK,IBKL0000455,NO,0,8,4,0,404.3,100,0,,11,4,2,4,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,YES,NO
"LODHA FRESHIA WING A, B, C",Macrotech Developers Limited,27/02/2024,P51700004667,09/08/2017,Yes,400001,2261334761,www.lodhagroup.com,On-Going Project,31/12/2017,31/12/2017,Yes,Residential,No,Konkan,Thane,Kalyan,nelje,421204,2760,3,0,5119.74,0,5119.74,ORIENTAL BANK OF COMMERCE,ORBC0100287,YES,75,8,14,0,4097.26,100,100,,109,109,26,26,62,62,21,21,0,0,0,0,0,0,0,0,0,0,0,0,62,62,21,21,0,0,0,0,0,0,0,0,0,0,0,0,26,26,YES,NO
"Upper Thane Treetops A - C, C1, C2, D - F",MACROTECH DEVELOPERS LIMITED,25/01/2024,P51700008449,19/08/2017,No,400001,2261334761,,On-Going Project,30/09/2021,30/09/2022,No,Residential,No,Konkan,Thane,Bhiwandi,Surai,421302,8450.63,8,4952.63,47625,4763,52388,HDFC BANK LTD,HDFC0000501,YES,0,19,31,81,41719.38,100,100,,931,900,0,3,436,459,464,469,0,0,0,0,0,0,0,0,0,0,0,0,463,441,468,459,0,0,0,0,0,0,0,0,0,0,0,0,108,108,YES,NO
Lifestyle City Kalyan - Glory A,Nirmal Lifestyle (Kalyan) Private Limited,10/01/2022,P51700006342,14/08/2017,No,400080,2225937000,,On-Going Project,31/12/2016,31/07/2019,Yes,Residential,No,Konkan,Thane,Kalyan,Vadavali Kh.,421301,625.05,1,0,8396.13,749.35,9145.48,HDFC Bank Ltd,HDFC0000652,YES,0,18,67,5,8491.55,100,50,,156,118,1,12,0,0,95,108,22,36,0,0,0,0,0,0,0,0,0,0,0,0,108,95,36,22,0,0,0,0,10,1,0,0,0,0,2,0,NO,NO
HIGHLAND HAVEN BUILDING 2B DEW-A PHASE 2,SIDDHI KRISH DEVELOPERS,22/06/2021,P51700005689,11/08/2017,No,400607,2241119999,,On-Going Project,31/12/2017,31/03/2019,Yes,Others,No,Konkan,Thane,Thane,Thane (M Corp.),400608,2210.7,1,820.83,4995.43,0,4995.43,HDFC BANK,HDFC0001440,NO,0,24,97,0,4848.36,100,90,,97,66,0,7,0,1,66,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,66,0,0,0,0,42,36,0,0,0,0,0,0,9,0,YES,NO
KARRM PANCHTATVA -1,KARRM INFRASTRUCTURE PRIVATE LIMITED,26/09/2018,P51700009304,22/08/2017,Yes,400078,2261398999,,On-Going Project,31/07/2018,31/12/2018,No,Residential,Yes,Konkan,Thane,Shahapur,Kasagaon,421601,24700,11,2423.5,17937.2,0,17937.2,AXIS BANK LTD,UTIB0000004,NO,0,5,0,0,12562.61,100,34.5454545454546,,838,720,720,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,NO,NO
KARRM PANCHTATVA - 2,KARRM INFRASTRUCTURE PRIVATE LIMITED,04/10/2018,P51700010325,24/08/2017,Yes,400078,2261398999,,On-Going Project,31/12/2021,30/12/2022,No,Residential,Yes,Konkan,Thane,Shahapur,Kasagaon,421601,100372.75,53,10037.2,94279.96,0,94279.96,AXIS BANK LTD,UTIB0000004,YES,0,5,0,0,64610.33,32.2641509433962,0,,4128,3656,3656,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,3502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,154,NO,NO
Rashmi Sarvesh,Rashmi Housing Private Limited,22/06/2023,P51700011990,01/09/2017,Yes,400099,2242275700,www.rashmihousing.com,On-Going Project,30/06/2022,30/06/2023,Yes,Residential,No,Konkan,Thane,Thane,VARTAKNAGAR,400606,910.35,1,0,3370.97,0,3370.97,Bank of Maharashtra,MAHB0000094,NO,0,23,0,1,4636.05,90,10,,107,107,0,0,80,80,0,0,27,27,0,0,0,0,0,0,0,0,0,0,80,80,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SAI GANGAT APARTMENT,MNR DEVELOPERS,25/01/2024,P51700004455,09/08/2017,No,401101,9892292339,,On-Going Project,31/12/2019,30/06/2021,No,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400601,2327.3,2,347.26,3277.5,0,3277.5,SVC CO-OPERATIVE BANK LTD,SVCB0000039,NO,0,8,2,32,2587.96,100,100,,71,44,0,0,38,63,5,7,0,0,1,1,0,0,0,0,0,0,0,0,56,35,14,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NO,NO
WOODSIDE MEADOWS ,OM SHREE SAI DEVELOPERS,13/02/2024,P51700005278,11/08/2017,No,421301,2513248855,,On-Going Project,31/05/2018,31/05/2018,Yes,Others,No,Konkan,Thane,Kalyan,Kalyan,421301,4333,3,574.95,4210.71,3456,7666.71,HDFC BANK,HDFC0000194,NO,0,15,0,8,7431.51,100,100,,208,119,3,17,115,173,1,18,0,0,0,0,0,0,0,0,0,0,3,0,141,86,50,30,0,0,0,0,0,0,0,0,0,0,0,0,14,3,YES,NO
GLOBE PARADISE,GLOBE REALTORS,31/01/2022,P51700004670,09/08/2017,No,421203,2512979090,www.globegroup.in,On-Going Project,31/12/2021,30/12/2022,No,Residential,No,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421203,5281.5,1,553.53,5232.77,2689.48,7922.25,KOTAK MAHINDRA BANK,KKBK0001377,NO,0,18,55,1,5251.67,100,0,,74,48,0,0,0,0,0,0,38,60,10,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,72,48,YES,NO
AVANTIKA RESIDENCY,SANCHITA CONSTRUCTION,01/03/2023,P51700010159,24/08/2017,No,421503,2293219318,,On-Going Project,27/08/2018,27/08/2018,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,602.79,1,0,722,0,722,BANK OF INDIA,BKID0000184,NO,0,5,0,0,549.82,100,100,,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
"VIMAL RAJ WING A-1, MEDITYARAVIRAJ COMPLEX",RITESH RAMESH JAIN,28/01/2022,P51700007634,17/08/2017,No,401105,2228122882,,On-Going Project,31/12/2018,31/12/2019,No,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401105,1042.02,1,0,1042.02,0,1042.02,GOPINATH PATIL PARSIK JANATA SAHAKARI BANK LTD,PJSB0000025,NO,0,8,0,11,992.81,100,85,,28,4,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,YES,YES
UNIQUE,VS DEVELOPERS,04/11/2019,P51700005344,11/08/2017,Yes,400064,2228898217,,On-Going Project,31/03/2018,31/01/2019,Yes,Commercial,No,Konkan,Thane,Thane,Thane (M Corp.),400607,2120,1,0,2063,0,2063,STATE BANK OF HYDERABAD,SBHY0020733,NO,0,6,0,0,1499.9,100,0,,26,1,0,0,0,5,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,YES,NO
SAHAKAR PREMIER,PREMIER REALTY,17/08/2023,P51700002452,01/08/2017,No,401107,2228107755,,On-Going Project,31/07/2022,31/07/2023,No,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,4545,1,650.39,2397.63,620.82,3018.45,BANK OF BARODA,BARB0MIRARO,NO,0,19,7,1,2714.25,100,0,,84,0,0,12,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,YES,NO
Marigold B wing,Shree Tirupati Greenfield Developers,22/03/2024,P51700004654,09/08/2017,Yes,400607,2225898373,,On-Going Project,30/06/2020,30/12/2022,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400607,450.05,1,0,262.66,7500,7762.66,HDFC Bank Ltd,HDFC0002504,NO,0,24,0,117,5578.69,80,0,,87,58,0,0,0,0,16,23,42,64,0,0,0,0,0,0,0,0,0,0,0,0,64,45,23,13,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Hubtown Greenwoods - C Wing,Hubtown Limited,01/02/2022,P51700012016,01/09/2017,Yes,400071,2225265000,www.hubtown.co.in,On-Going Project,30/11/2011,31/07/2018,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400606,429.51,1,0,8228.74,0,8228.74,IDBI BANK,IBKL0000039,NO,0,30,19,102,6983.6,100,100,,170,170,0,0,140,140,30,30,0,0,0,0,0,0,0,0,0,0,0,0,50,50,120,120,0,0,0,0,30,30,0,0,0,0,0,0,0,0,YES,NO
Lifestyle City Kalyan-Cypress B,Nirmal Lifestyle (Kalyan) Private Limited,27/01/2022,P51700006383,14/08/2017,No,400080,2225937000,,On-Going Project,30/06/2017,31/12/2019,Yes,Residential,No,Konkan,Thane,Kalyan,Vadavali Kh.,421301,464.56,1,0,4959.6,1038.72,5998.32,HDFC Bank Ltd,HDFC0000652,YES,0,18,35,0,5495.7,100,0,,138,75,0,0,75,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,40,66,35,0,0,0,0,66,35,0,0,0,0,0,0,0,0,NO,NO
TULIP RESIDENCY,RAHUL DILIP PATIL,30/06/2020,P51700008759,19/08/2017,No,400705,2266733797,,On-Going Project,31/03/2018,31/03/2019,No,Residential,Yes,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400709,300,1,0,447.26,0,447.26,ICICI BANK LTD,ICIC0006990,NO,0,5,0,12,623.2,100,50,,16,9,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,YES,NO
Seven Eleven Construction Apna Ghar,Narendra Lalchand Mehta,23/01/2020,P51700002976,04/08/2017,No,401107,2228134100,,On-Going Project,31/03/2018,30/09/2018,No,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,8820,1,1103.87,9750.54,0,9750.54,Corporation Bank,CORP0000777,NO,0,8,0,0,899396.43,100,40,,493,431,0,0,0,0,0,0,0,0,7,8,15,16,8,8,401,461,430,371,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,YES,NO
SAI VISION RESIDENCY,AVISION REALTORS,27/09/2022,P51700009354,22/08/2017,No,421601,9623837639,,On-Going Project,31/12/2017,30/10/2020,No,Others,Yes,Konkan,Thane,Shahapur,Asangaon (CT),421601,0,4,0,9475.94,0,9475.94,IDBI BANK,IBKL0001486,NO,0,5,0,4,2700.29,75,31.25,,70,19,0,4,11,44,8,20,0,2,0,0,0,0,0,0,0,0,0,0,40,11,23,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,NO,NO
GALAXY BLDG 1 AND 2,BRIGHT SKY HEIGHTS BUILDERS AND DEVELOPERS PRIVATE LIMITED,18/10/2022,P51700005683,11/08/2017,No,421204,9892474002,,On-Going Project,31/10/2017,31/05/2018,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),421204,2413.42,2,0,6859.4,0,6859.4,TJSB BANK LIMITED,TJSB0000002,NO,0,21,24,24,4564.64,100,100,,101,83,0,0,53,57,30,44,0,0,0,0,0,0,0,0,0,0,0,0,80,76,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
EVERGREEN RESIDENCY C WING,BALAJI CONSTRUCTION,06/06/2023,P51700001677,29/07/2017,No,421503,2512676565,,On-Going Project,31/12/2021,30/12/2022,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,1440,1,87.87,1440,0,1440,THE FEDRAL BANK LTD,FDRL0001755,NO,0,5,0,1,1050.29,100,100,,40,40,28,28,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,YES,NO
Lifestyle City Kalyan - Applause A,Nirmal Lifestyle (Kalyan) Private Limited,29/11/2021,P51700003274,05/08/2017,No,400080,2225937000,,On-Going Project,30/09/2013,30/09/2018,No,Residential,No,Konkan,Thane,Kalyan,Vadavali Kh.,421301,773.59,1,0,6968.61,1386.66,8355.27,HDFC Bank Ltd,HDFC0000652,YES,0,15,51,9,7482.74,100,95,,128,122,4,4,3,3,85,90,30,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,120,115,YES,NO
SHREEPATI RESIDENCY,SANTOSH NARAYAN SINGH THAKUR,06/01/2022,P51700008385,18/08/2017,No,400602,2225345610,,On-Going Project,15/12/2015,31/12/2018,Yes,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),421201,8070,2,0,6901.03,7217.95,14118.98,CENTRAL BANK OF INDIA,CBIN0280637,NO,0,18,60,63,6249.81,100,100,,128,91,0,0,45,66,46,62,0,0,0,0,0,0,0,0,0,0,0,0,66,45,62,46,0,0,0,0,30,20,0,0,0,0,0,0,0,0,NO,NO
Trimity Ashwa,Trimity Constructions,17/11/2021,P51700007057,13/11/2017,Yes,400602,8268006800,www.trimity.com,On-Going Project,30/09/2017,31/12/2017,No,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400607,810,1,810,810,440,1250,ICICI,ICIC0001889,NO,0,8,0,22,1377.88,0,100,,28,25,0,0,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,21,20,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
Upper Thane Ecopolis A - B,MACROTECH DEVELOPERS LIMITED,27/02/2024,P51700007192,17/08/2017,No,400001,2261334761,,On-Going Project,30/09/2021,30/09/2022,No,Residential,No,Konkan,Thane,Bhiwandi,Mankoli,421302,2544.5,2,1752,18277.3,1827.73,20105.03,Andhra Bank,ANDB0000627,YES,0,30,47,101,12464.29,100,100,,196,168,0,0,42,45,45,49,81,101,0,1,0,0,0,0,0,0,0,0,45,42,54,45,97,81,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
Lifestyle City Kalyan - Advantage A,Nirmal Lifestyle (Kalyan) Private Limited,08/12/2021,P51700005436,11/08/2017,No,400080,2225937000,,On-Going Project,30/06/2016,30/09/2018,No,Residential,No,Konkan,Thane,Kalyan,Vadavali Kh.,421301,673.29,1,0,3677.8,4186.75,7864.55,HDFC Bank Ltd,HDFC0000652,YES,0,15,51,9,7256.9,100,95,,129,122,3,7,0,2,90,90,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,120,119,YES,NO
SIDDIQUEE ENCLAVE,SIDDIQUEE INFRASTRUCTURE CO.,22/08/2022,P51700004170,08/08/2017,No,400053,2265145142,,On-Going Project,31/12/2020,30/06/2022,No,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400612,3430,1,367.5,4206.45,0,4206.45,STATE BANK OF INDIA,SBIN0031631,NO,0,13,14,0,5307.6,20,0,,152,27,7,8,20,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
VASANT ELITE,M/S VASANT BUILDERS AND DEVELOPERS,17/12/2018,P51700003400,05/08/2017,No,421001,2512330000,www.vasantelite.com,On-Going Project,31/03/2018,30/06/2018,Yes,Others,No,Konkan,Thane,Kalyan,Gandhare,421301,1340,1,0,2878.13,0,2878.13,THE SARASWAT CO OPERATIVE BANK LTD,SRCB0000281,NO,0,11,11,5,2533.55,100,100,,73,27,2,15,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,38,21,0,0,0,0,0,0,0,0,0,0,0,0,15,2,YES,NO
Venkatesh Heights,M/S Shree Balaji Foundation,07/10/2020,P51700012201,01/09/2017,No,400069,2265078239,,On-Going Project,31/12/2019,31/12/2019,No,Others,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401101,2066.67,1,0,4903.72,350,5253.72,IDBI Bank Ltd,IBKL0000536,NO,0,14,31,1,4688.96,100,100,,115,76,16,27,37,48,23,35,0,0,0,2,0,1,0,2,0,0,0,0,48,37,37,23,0,0,0,0,0,0,27,16,0,0,0,0,3,0,YES,NO
SHULPANI,SHREE BALAJI BUILDERS & DEVELOPERS,08/12/2018,P51700005731,11/08/2017,Yes,421503,8329251580,,On-Going Project,31/08/2018,31/08/2018,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,450,1,0,536.23,210,746.23,UNION BANK OF INDIA,UBIN0556921,NO,0,4,0,0,592.68,100,0,,14,5,0,1,3,9,2,2,0,2,0,0,0,0,0,0,0,0,1,0,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,YES,NO
VISHWAJEET CITY PLAZA,ABHIJEET BUILDCON,29/11/2022,P51700018242,16/10/2018,No,421501,8149445500,,New Project,30/04/2024,,No,Commercial,No,Konkan,Thane,Ulhasnagar,Ulhasnagar (M Corp.),421002,439,1,0,438.9,0,438.9,KOTAK MAHINDRA BANK,KKBK0001417,NO,0,5,0,0,725.37,100,10,,44,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,YES,NO
AARAMBHA HEIGHTS,AARAMBHA VISION HOMES PRIVATE LIMITED,18/02/2023,P51700017982,03/10/2018,No,421201,9222221418,,New Project,30/03/2022,,No,Others,Yes,Konkan,Thane,Kalyan,DOMBIVLI,421202,278.71,1,0,239.28,243.11,482.39,DOMBIVLI NAGARI SAHAKARI BANK LTD,DNSB0000046,NO,0,8,0,0,429.13,100,100,,17,1,1,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,NO,NO
PANVELKAR SRUSHTI,KASHIKAR INFRASTRUCTURES PRIVATE LIMITED,17/04/2019,P51700018122,10/10/2018,No,421501,2512600034,,New Project,30/12/2022,,No,Residential,No,Konkan,Thane,Shahapur,,421601,7100,4,0,7986,0,7986,DNS BANK,DNSB0000007,NO,0,8,0,0,7183.8,0,0,,246,0,0,62,0,184,0,0,0,0,0,0,0,0,0,0,0,0,62,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,NO,NO
KRISHNA LILAC,AMBIKA ENTERPRISES,17/07/2020,P51700018014,03/10/2018,No,400701,2227746532,,New Project,30/09/2020,,No,Others,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400701,499.5,1,0,1.5,0,1.5,THE KARUR VYSYA BANK,KVBL0002104,NO,0,5,3,0,567.97,100,100,,20,0,0,14,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,YES,NO
GAURAV WOODS II,Ravi Developments,05/04/2024,P51800011407,31/08/2017,Yes,400067,2228081210,,On-Going Project,31/12/2020,30/12/2023,Yes,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,6581,3,0,10014.47,20588.11,30602.58,YES BANK,YESB0000417,YES,0,22,0,1,29377.32,100,43.3333333333333,,495,295,0,0,0,0,231,378,64,117,0,0,0,0,0,0,0,0,0,0,0,0,378,231,117,64,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Pelican,M/S Ace Constructions,22/06/2021,P51700005942,14/08/2017,No,400602,2225381837,,On-Going Project,31/07/2017,30/06/2018,No,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400615,292,1,0,2799.54,0,2799.54,HDFC BANK,HDFC0002504,NO,0,14,0,30,2671.56,100,100,,83,83,66,66,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,YES,NO
The Oasis,M/s. Universal Infra Developers,27/04/2023,P51700004362,09/08/2017,No,400614,2227525300,,On-Going Project,30/10/2014,30/04/2020,Yes,Others,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400614,3680,4,0,5505.59,14.41,5520,HDFC Bank Ltd,HDFC0000540,NO,0,14,0,22,5517.01,100,80,,90,64,0,0,13,22,27,33,24,33,0,0,0,0,0,1,0,1,0,0,0,0,66,48,22,16,0,0,11,8,0,0,0,0,0,0,2,0,YES,YES
"SHREE VIGNAHARTA RESIDENCY BUILDING NO B3, B4, B5 AND B6",SHREE VIGNAHARTA DEVELOPER,13/03/2024,P51700000988,25/07/2017,Yes,400604,2225811199,www.samringroup.com,On-Going Project,31/12/2020,30/12/2021,No,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400612,10810,4,2262.27,14827.52,0,14827.52,HDFC BANK LTD,HDFC0001235,YES,50,16,0,1,8886.84,75,62.5,,207,134,0,27,77,96,57,84,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,YES,YES
YASHRAJ HOMES,A J OM ENTERPRISES,17/04/2024,P51700004721,09/08/2017,No,421201,2512443200,,On-Going Project,01/01/2021,01/06/2022,No,Residential,No,Konkan,Thane,Kalyan,DOMBIVLI,421201,786.79,1,0,1663.83,0,1663.83,IDBI BANK,IBKL0000669,NO,0,11,0,11,1514.96,100,100,,57,12,6,26,6,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,12,NO,NO
TROPICAL ELITE,SCHEMA ENTERPRISES PRIVATE LIMITED,10/04/2023,P51700006657,16/08/2017,Yes,400081,2249504950,,On-Going Project,31/12/2017,31/05/2018,No,Others,No,Konkan,Thane,Thane,Thane (M Corp.),400602,990.01,1,0,3944.17,2278.06,6222.23,HDFC BANK,HDFC0000146,YES,0,16,0,80,4159.41,100,90,,27,20,0,0,0,0,0,0,0,0,0,0,13,13,7,14,0,0,0,0,0,0,0,0,13,13,14,7,0,0,0,0,0,0,0,0,27,20,NO,NO
AKSHAR EVITA,M/S.AKSHAR OM CONSTRUCTION,25/04/2024,P51700004758,09/08/2017,No,400705,2227889991,,On-Going Project,31/12/2020,30/06/2021,No,Others,No,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400706,1449.94,1,0,2168.9,0,2168.9,CITI BANK,CITI0000038,NO,0,13,39,12,2081.59,100,100,,75,71,71,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,NO,NO
CHINTAMANI HABITAT DAFFODILS TYPE G - E,JASHNANI CONSTRUCTION PRIVATE LIMITED,15/04/2022,P51700001853,29/07/2017,Yes,421601,2527270156,chintamanhabitat.com,On-Going Project,31/03/2020,30/09/2020,No,Residential,No,Konkan,Thane,Shahapur,Shahapur (CT),421601,3010.2,2,2870,3010.2,0,3010.2,DENA BANK,BKDN0470459,YES,100,5,43,3,2402.58,100,62.5,,81,30,9,43,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
SEAWOODS HEIGHT,SCARLET BUILDERS & DEVELOPER,18/03/2024,P51700007564,17/08/2017,No,400706,2227719969,,On-Going Project,24/01/2015,07/01/2022,No,Residential,Yes,Konkan,Thane,Thane,Navi Mumbai (M Corp.),400706,2159.8,1,2159.8,2132.45,3239.67,5372.12,HDFC,HDFC0001028,NO,0,18,0,3,2230.7,100,100,,31,22,0,0,0,0,7,10,10,11,5,10,0,0,0,0,0,0,0,0,0,0,11,10,20,12,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
HIGHLAND HAVEN BUILDING 3C CORAL-B PHASE 3,SIDDHI KRISH DEVELOPERS,22/06/2021,P51700007196,17/08/2017,No,400607,2241119999,,On-Going Project,31/12/2017,31/03/2019,Yes,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400608,3560.94,1,1063.23,6012.31,0,6012.31,HDFC BANK,HDFC0001440,NO,0,24,148,0,5839.66,100,90,,88,67,0,0,0,0,35,42,32,46,0,0,0,0,0,0,0,0,0,0,0,0,42,35,46,32,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
